"team_g","team_s","team_b","aa_g","aa_s","aa_b","event_g","event_s","event_b"
1,0,0,1,0.590909090909091,0.136363636363636,2.63636363636364,1.11363636363636,1.25
1,0,0,1,0.727272727272727,0.113636363636364,2.65909090909091,1.15909090909091,1.09090909090909
1,0,0,1,0.590909090909091,0.136363636363636,2.65909090909091,1.29545454545455,1.47727272727273
1,0,0,1,0.795454545454545,0.0909090909090909,2.75,1.29545454545455,1.43181818181818
1,0,0,1,0.590909090909091,0.136363636363636,2.63636363636364,1,1.09090909090909
0.977272727272727,0.0227272727272727,0,1,0.727272727272727,0.113636363636364,2.65909090909091,1.27272727272727,1.27272727272727
0,0,0,1,0.590909090909091,0.136363636363636,2.65909090909091,1.43181818181818,1.61363636363636
1,0,0,1,0.795454545454545,0.0909090909090909,2.75,1.43181818181818,1.56818181818182
0,0,0,1,0.590909090909091,0.136363636363636,2.63636363636364,1.13636363636364,1.29545454545455
0.977272727272727,0.0227272727272727,0,1,0.727272727272727,0.113636363636364,2.68181818181818,1.43181818181818,1.52272727272727
1,0,0,1,0.795454545454545,0.0909090909090909,2.77272727272727,1.43181818181818,1.47727272727273
0.977272727272727,0.0227272727272727,0,1,0.727272727272727,0.113636363636364,2.65909090909091,1.18181818181818,1.13636363636364
1,0,0,1,0.795454545454545,0.0909090909090909,2.77272727272727,1.54545454545455,1.77272727272727
0,0,0,1,0.590909090909091,0.136363636363636,2.65909090909091,1.31818181818182,1.52272727272727
1,0,0,1,0.795454545454545,0.0909090909090909,2.75,1.31818181818182,1.47727272727273
1,0,0,1,0.727272727272727,0.113636363636364,2.61363636363636,1.18181818181818,1.11363636363636
1,0,0,1,0.590909090909091,0.136363636363636,2.61363636363636,1.34090909090909,1.45454545454545
1,0,0,1,0.795454545454545,0.0909090909090909,2.70454545454545,1.34090909090909,1.43181818181818
1,0,0,1,0.590909090909091,0.136363636363636,2.59090909090909,1.04545454545455,1.13636363636364
1,0,0,1,0.727272727272727,0.113636363636364,2.63636363636364,1.34090909090909,1.36363636363636
1,0,0,1,0.795454545454545,0.0909090909090909,2.72727272727273,1.34090909090909,1.34090909090909
1,0,0,1,0.727272727272727,0.113636363636364,2.61363636363636,1.09090909090909,0.977272727272727
1,0,0,1,0.795454545454545,0.0909090909090909,2.72727272727273,1.45454545454545,1.63636363636364
1,0,0,1,0.590909090909091,0.136363636363636,2.61363636363636,1.22727272727273,1.36363636363636
1,0,0,1,0.795454545454545,0.0909090909090909,2.70454545454545,1.22727272727273,1.34090909090909
