"team_g","team_s","team_b","aa_g","aa_s","aa_b","event_g","event_s","event_b"
0,0,0,0,0,0,0.353535353535354,0.636363636363636,0.737373737373737
0,0,0,0,0,0,0.333333333333333,0.494949494949495,0.616161616161616
0,0,0,0.121212121212121,0.252525252525253,0.232323232323232,0.383838383838384,0.585858585858586,0.636363636363636
0,0,0,0,0,0,0.585858585858586,0.737373737373737,0.585858585858586
0,0,0,0,0,0,0.373737373737374,0.616161616161616,0.707070707070707
0,0,0,0,0,0,0.535353535353535,0.575757575757576,0.626262626262626
0,0,0,0,0,0,0.434343434343434,0.555555555555556,0.606060606060606
0,0,0,0,0,0,0.333333333333333,0.474747474747475,0.474747474747475
0,0,0,0,0,0,0.373737373737374,0.555555555555556,0.555555555555556
0,0,0,0.131313131313131,0.222222222222222,0.292929292929293,0.343434343434343,0.505050505050505,0.545454545454545
0,0,0,0,0.0202020202020202,0.0909090909090909,0.484848484848485,0.535353535353535,0.545454545454545
0,0,0,0,0,0,0.0909090909090909,0.373737373737374,0.626262626262626
0,0,0,0.121212121212121,0.252525252525253,0.232323232323232,0.141414141414141,0.454545454545455,0.656565656565657
0,0,0,0,0,0,0.343434343434343,0.606060606060606,0.676767676767677
0,0,0,0,0,0,0.131313131313131,0.484848484848485,0.717171717171717
0,0,0,0,0,0,0.292929292929293,0.444444444444444,0.646464646464647
0,0,0,0,0,0,0.191919191919192,0.424242424242424,0.626262626262626
0,0,0,0,0,0,0.0909090909090909,0.343434343434343,0.494949494949495
0,0,0,0,0,0,0.131313131313131,0.424242424242424,0.575757575757576
0,0,0,0.131313131313131,0.222222222222222,0.292929292929293,0.101010101010101,0.373737373737374,0.545454545454545
0,0,0,0,0.0202020202020202,0.0909090909090909,0.242424242424242,0.404040404040404,0.606060606060606
0,0,0,0.121212121212121,0.252525252525253,0.232323232323232,0.121212121212121,0.313131313131313,0.575757575757576
0,0,0,0,0,0,0.323232323232323,0.464646464646465,0.515151515151515
0,0,0,0,0,0,0.111111111111111,0.343434343434343,0.616161616161616
0,0,0,0,0,0,0.272727272727273,0.303030303030303,0.555555555555556
